,USD,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
Rate_to_USD,1,3.6725,67.9794,82.6912,383.3237,1.79,918.4358,1447.17,1.5048,1.79,1.7003,1.6678,2.0,121.6858,1.6678,0.376,2983.5529,1.0,1.2835,6.907,5.3925,1.0,88.3407,13.416,3.3605,2.0,1.3843,2874.1814,0.7968,951.7678,7.1264,3900.7363,503.6657,24.0,94.0277,20.7487,177.721,6.3628,63.307,129.797,48.1996,15.0,142.6178,0.8528,2.2325,0.7378,6.3628,0.7378,2.7002,0.7378,12.3098,0.7378,73.2662,8701.8665,7.6596,209.2241,7.7811,26.1679,6.425,130.9044,333.4684,16406.5079,3.335,0.7378,88.3409,1308.4566,43062.6532,122.2228,0.7378,160.0998,0.709,147.723,129.2306,87.4487,4010.9373,1.5049,419.522,1391.703,0.3053,0.8333,540.7764,21667.053,89500.0,301.5627,185.8257,17.3815,5.409,9.0126,16.5572,4472.5458,52.4764,2100.7728,3576.4695,8.0145,39.9972,45.4987,15.4349,1734.8872,18.4551,4.2049,63.5993,17.3815,1502.9764,36.7762,9.8695,141.3452,1.6799,0.3845,1.0,3.4838,4.2237,57.1682,283.8065,3.6294,7131.3921,3.64,4.3267,99.9329,83.9733,1451.8291,3.75,8.2157,15.068,458.5363,9.3282,1.2835,0.7378,23.3261,23326.149,571.9021,39.2403,4649.2654,20.8922,13091.4203,17.3815,31.7446,9.4776,3.4987,2.9062,2.3824,41.3521,6.7852,1.5049,30.2648,2453.3213,41.2569,3500.1714,39.9517,12259.1025,160.4479,26260.8507,118.8038,2.6712,559.3627,2.7,1.79,0.7289,559.3627,101.7595,239.6122,17.377,23.7217,26.7283
